x,y,grad_x,grad_y
-1.650894168991530409e+00,1.253572235614792696e+00,-7.333714764297682986e-02,-1.189184689698999486e+00
8.756640567394553543e-01,-1.184150216875459183e-01,-4.078825729793395638e+00,-4.179165114334492870e+01
1.502956244448325318e+00,3.994167676970938885e-01,6.006765614651695451e+00,2.326461575531745041e+01
-4.860317838959420378e-01,-1.509222280623630175e+00,-2.169493769147260123e-05,2.457496578186309824e-06
-1.531803111741909751e+00,-5.960840923573595962e-01,-9.086989348706401885e+07,-3.758939577069915831e+07
-4.769311768458428524e-02,1.463862886006116693e+00,2.060583158382684996e+04,3.705271208082685916e+04
2.308820217935310559e+00,1.294462556794385932e+00,6.832253994099661255e+10,3.778387130132874756e+11
2.369600556677163183e+00,-1.825243152989725504e+00,2.853820231186999254e-14,-3.803237236882940206e-13
1.376393992566429247e+00,-2.826872308209338325e-01,5.885583658584221389e+00,-4.418663036973584468e+01
1.090088981222695708e+00,3.967867746401974927e+00,1.852278716042894453e+46,1.386212386049370640e+46
3.434299445187043887e+00,2.418278549442143266e+00,1.492688243431709993e+49,3.720563709624750680e+49
-1.522503901751355970e+00,8.171689727974227324e-01,-3.965147720425797218e+01,-5.605684929693263285e+01
2.949569874561962735e+00,8.184633223915862565e-01,5.083687314922472389e+00,1.067518404564012258e+02
4.146240076804552643e-02,3.865363978529520850e+00,1.229404899731775370e+24,5.431652817515519211e+23
-3.818944531675430021e-01,-1.818425926848113106e+00,-9.452967455496299905e-08,1.215678845415166962e-08
9.414803121234940342e-01,3.265140466115935780e+00,1.244621809021687210e+33,1.095322933803500750e+33
-6.475626386770263476e-01,-5.271754357595959117e-01,-3.297751670003272184e-01,-8.626275197642979675e-01
4.528216702696639118e-01,1.200871710515110102e+00,2.717535119351954108e+03,1.188585204498243547e+04
2.789227335548046582e+00,6.585291596047637697e-01,5.627623205080740931e-02,1.584899047050498944e-01
-2.421323797255425792e-01,2.371570603572056513e+00,1.069749652888329983e+09,6.570530039762098789e+08
1.524087843735525194e+00,1.452114052653822540e+00,4.194137564246562195e+10,1.565133353970351257e+11
-8.424647116271237746e-01,1.930691251004928333e+00,3.536128730730094958e+02,9.692073736928614380e+01
-1.574744354365888999e+00,1.447414993266199268e+00,4.254135206740786157e-02,-1.752629428126866173e-01
-1.459231993883950418e+00,3.048611400672781357e+00,7.340794097075634518e-04,-9.809500381343432495e-05
7.200038560490149564e-01,3.989908788997906797e-01,5.635429854840605657e+00,1.917080707774781345e+01
-1.997694004900364861e+00,2.126135055286296094e+00,5.434883780863800255e-06,-4.696007395980416338e-06
2.356638230646954213e+00,-1.085871971109889200e+00,6.521914955363369165e-05,-5.220230751476874834e-04
1.290341425581042145e+00,3.156168104001235264e+00,8.044897406082778811e+36,8.457848106105929736e+36
-8.757222602576750781e-01,3.110518869440390688e+00,5.577617773008636868e+04,8.443746277265365279e+03
2.807421898571102581e+00,2.715963378342175716e+00,3.403061972190113263e+49,6.518499066701249364e+49
2.522589899933762148e+00,-1.775180718446606187e+00,1.236089286466066724e-13,-1.441150941364381743e-12
1.618704392766988853e+00,1.295848130709406743e+00,1.750339823058118820e+08,8.573555681446818113e+08
1.456767983511795705e+00,1.671987390128922613e+00,1.081383058839857188e+14,3.022937391593726875e+14
-3.231847226146500329e-01,2.702883676323729389e+00,1.343127810254931068e+10,6.356097255904440880e+09
2.859341015892652216e+00,-1.234825547294208459e+00,5.596306933603127429e-07,-3.716619335337823911e-06
-1.585292426380433550e+00,-4.477890850682446633e-01,-6.173441782959029824e+07,-2.960209530158469826e+07
3.889842772379110691e+00,1.071320700495224099e+00,4.139636259873828125e+10,3.841101929391157837e+11
2.861415211614587228e+00,7.987931819127953581e-01,1.101830152647888861e+00,2.636761298479603255e+01
2.837631304346962757e+00,3.168153377018089856e+00,7.322885566259547231e+61,1.171041561515198428e+62
3.263802270862257160e-01,3.047019041391674676e+00,1.530989947926344630e+21,1.070187350053282644e+21
3.585927319952245007e+00,3.279893539072595843e+00,7.404465741100630779e+77,1.312151938680579504e+78
5.681526527068814225e-01,2.035646136051846966e+00,1.197286180706631641e+13,1.686333045512456836e+13
1.092290100249074136e+00,2.981547639031130181e+00,1.671598043645050591e+31,1.748700737188575723e+31
3.931047834823339748e+00,2.096957440459286559e+00,3.465584319143122516e+44,1.120209731219105794e+45
2.150966957275546321e+00,-2.619339713714907703e-02,1.218330442739972597e+01,-2.831252702532547350e+00
-9.857353052643471614e-01,-1.941606661462581318e+00,-1.506122695179581569e+04,-1.333281747969218259e+03
3.625345651917394996e+00,-1.590412281290760177e+00,1.103581828431492605e-12,-6.685405756243019511e-12
1.994684585874312965e+00,-1.769651626460009064e+00,3.710215110557292543e-13,-6.600874586732224270e-12
2.986030827970553858e-01,2.156312355819489213e+00,1.444369409622101074e+12,1.590229479004256592e+12
-1.407919831572807867e+00,1.105945802192281224e+00,-1.035024977294279758e+01,2.387393202219646682e+00
2.654684589351617774e+00,-9.956515593956296595e-01,2.120451230829779258e-04,-1.275911181225772035e-03
8.065195593886960168e-01,-1.525033847988599645e+00,-5.914662587328429632e-10,-4.662001429764667065e-08
-8.772128603208666497e-01,2.368645803942440509e+00,1.448423733856051285e+03,2.629535493218755278e+02
2.105627922436176469e+00,1.071611293543117682e-01,1.171889246805945817e+01,1.105549706198777393e+01
5.228930965507383455e-01,2.864323539707074318e-01,-1.649131150001407420e+00,1.957729584534589051e+01
-3.406106539557531843e-01,2.448803189096750543e+00,3.349234314058200717e+08,1.762071774915826321e+08
2.863285959469163977e-01,3.698254471159863499e+00,1.345999753946500764e+27,7.346137576835557976e+26
-1.763710748326811961e+00,2.213510325306685900e+00,9.941636985318008993e-05,-5.660433409579700294e-05
3.230287104784143715e+00,3.360965301107113667e+00,9.782203405407832044e+73,1.579839916917220858e+74
2.571208994889744304e+00,-1.892461273422534340e-01,3.721202721796565083e+00,-4.482929691686470264e+00
2.908353644022101392e-01,3.228672623438314737e+00,3.024376534322842593e+22,1.929663891064902333e+22
-5.106180750291589021e-02,1.297401289013264680e+00,1.206728275623956961e+03,3.017771825755056398e+03
-1.289387905888204289e+00,2.345223505193727576e-01,-7.911543719871206122e+02,-3.686722904471603783e+02
-4.805473562916462438e-01,-2.928439352786433858e-01,-2.824620737891194278e+00,-5.782671328370179609e+00
-2.153190596675742530e-01,1.238188596719544954e+00,2.037708890121174647e+02,4.618291464740562446e+02
1.542219681553278043e+00,3.297600613193979235e+00,2.379469464570204020e+43,2.587660314908555996e+43
3.959975536795164786e+00,1.887689643786472971e+00,7.650416193073634204e+37,2.856443872527710867e+38
3.905746745693443600e-01,1.455216851022160363e+00,7.832591988925884943e+05,1.918717753120032838e+06
2.021375161398951903e+00,2.982497318881493165e+00,4.985065825266334946e+44,7.058604669079650725e+44
-1.974517076483004452e+00,2.119935583715646388e+00,8.408735619913038192e-06,-7.109351999301113552e-06
1.044858057655660755e+00,2.081688950435101049e-01,4.153853734814987320e+00,4.551787577235037219e+01
-1.053275514192150375e+00,3.092304486747080361e+00,1.893839690532539635e+02,1.288424822066235187e+01
-6.973925609147997307e-01,7.915501247745782010e-01,6.898014522369606105e+00,1.511516418932203010e+00
7.600688546360210296e-01,2.305995234749097733e+00,8.998544585553934080e+17,1.151824897118432256e+18
-3.549391388228240185e-01,3.546998958744820740e+00,3.715293981520963750e+14,1.257971856237688438e+14
-1.981853475024805578e+00,1.313080062243728641e+00,1.000262448472445109e-01,-4.413732449305345917e-01
-5.718792539287951282e-01,1.309641918924597359e+00,8.735066389277129417e+01,6.605991794224392777e+01
5.055203787376454372e-01,3.535881329993676658e+00,1.970789559160984159e+29,1.282887151266993973e+29
1.482075504867184090e+00,-1.345018453627686128e+00,2.125862078474049056e-07,-5.931277686084629623e-06
1.800243098602623881e+00,1.827437258785453711e+00,1.188937826188707021e+19,3.142133286774680781e+19
-1.386445777068933793e+00,9.218805276652028979e-01,-2.217144019446338632e+01,-6.102515308696001561e+00
-1.391988724215670770e+00,8.420865256753335970e-01,-2.984211620977223589e+01,-1.854944140284119314e+01
1.888838082351105285e-01,3.298683283290142043e+00,3.743012728028951740e+21,2.180008099423928713e+21
-2.012183285682613842e-01,3.976110832270811635e-01,-5.831861820752388681e+00,-9.953397874158401493e+00
3.774293861210560763e+00,1.965255113483154403e+00,5.438869656761686842e+38,1.875227148814949485e+39
2.062704973091733507e+00,2.784614229874534885e+00,1.242357120541786454e+41,1.937681638617414728e+41
2.739087522103501371e+00,3.296040222576044343e-01,1.163058913201733935e+00,2.147406017694366565e+00
1.817207247624506472e+00,1.416474655784645265e+00,1.964153608640185852e+11,8.256786499309412842e+11
-5.946130128431459383e-02,2.935029627616093428e+00,8.344760476940712500e+14,4.625072050567380000e+14
2.716977388632019874e+00,-1.109176243646671667e+00,1.634994753978703900e-05,-1.056215038028727354e-04
-3.948165265797709544e-02,1.334041648735214025e+00,2.431976497253820980e+03,5.653073304844901941e+03
8.311062297884430627e-01,8.446799273626961480e-01,2.586564611083794762e+00,1.689367901875193212e+01
-1.708218243082969767e+00,2.455154827144850671e+00,3.780600631894226026e-05,-1.557900335559499812e-05
2.016753896678835645e-02,-7.538749829143263081e-01,-5.105550417181033140e-02,-3.928545201770783923e-01
-1.854636616452161713e+00,1.184796230747204415e+00,2.754667328269559956e-01,-2.900804833270695937e+00
2.602371513035212303e+00,1.873829168214322216e+00,1.314274876936789003e+26,4.001233970544714892e+26
2.280172204588471807e+00,1.518933464440448855e+00,5.132072117931747000e+15,2.070415788937543600e+16
4.702569978436592635e-01,3.817611958795401605e+00,7.587036031659327038e+31,4.450368791301025876e+31
5.973281628924000941e-01,2.673268803340226540e+00,4.478251241812982497e+20,4.309052195949709885e+20
1.401655462040019451e+00,-1.995148607766594973e+00,7.050923750615095816e-17,-3.502414888769931120e-15
1.934716664646347617e+00,9.120421762171204705e-01,3.653168154390134248e+01,5.726379030156164163e+02
3.477414806222375532e+00,1.043335744270656562e+00,2.372247490539210737e+08,2.304963222061773300e+09
4.148581252393173102e-01,3.147989349724404917e+00,3.305978091636093008e+23,2.342179377310857670e+23
2.466053091017936794e+00,4.423527100076176666e-01,1.074986576395877691e+00,2.889156081373121854e+00
1.702045181709963551e+00,8.011233229462533245e-01,8.512518670839188673e-01,4.911056994025749134e+00
2.957892966668375756e+00,2.497562337610764516e+00,4.781235749835591681e+45,1.049398215793371590e+46
1.612136361376862670e+00,3.761640983246443248e+00,1.646437776088249198e+53,1.572180421484900101e+53
3.012479470996701991e+00,-6.278075221538390593e-01,2.723509912755460796e-02,-8.496187383836542595e-02
3.971891416189761159e+00,3.570952607281884461e+00,4.258153852387605357e+94,7.312315327073745924e+94
3.491570940668230705e+00,-5.886676617046433524e-01,6.273451209016343497e-03,-1.482188714353798939e-02
-1.674232717240236257e+00,1.140916026038041764e+00,-5.470865401010944762e-01,-4.054767478086373167e+00
-1.239670904084193115e+00,-1.662409260035376368e+00,-1.289260726758139133e+08,-2.344210687543857098e+07
3.411861517925389720e-01,1.224892718154495519e+00,2.651401051336172259e+03,1.031700604157209818e+04
1.918110354419760633e+00,-1.299758459464720239e+00,7.278248774168353669e-07,-1.030373454827791880e-05
8.566381526017563530e-02,2.893794509548873073e+00,3.123045580968061600e+16,1.976113051416579600e+16
-1.657188370665993338e+00,7.484605077424086872e-01,-1.269356565392841816e+02,-2.537953844831485526e+02
2.136673877662135013e+00,3.267924192581705967e-02,1.240776796207618382e+01,3.443306988915973310e+00
1.237791310566057845e+00,3.057105880856047619e+00,3.195695180740207298e+34,3.426732780226025079e+34
-1.714006589406196879e+00,2.139557869002877588e+00,4.282263471620544504e-04,-2.423858336313762952e-04
-7.290816640412294269e-01,3.056512414266942201e+00,4.056370509497824125e+06,9.018788041576278629e+05
1.172143127269770879e+00,-1.303358716132339001e-01,5.751958864807368954e+00,-4.330530795240332509e+01
2.351061270807144332e+00,2.427414930010503014e-01,4.928010038046380714e+00,8.575188425841384188e+00
2.398569037305229301e+00,-1.723775744964258561e+00,9.854337557313116309e-13,-1.214574869789749720e-11
-1.117908830556102906e+00,-1.086774835957468932e+00,-4.025963745340013702e+04,-6.000707126670748039e+03
2.081578733700025552e+00,9.022009142750064825e-01,3.617147427557075190e+01,5.839155948790763659e+02
-1.022572608442133824e-01,3.811033129968155464e+00,7.956589530911001805e+20,3.188619013459793674e+20
3.988997228690212005e+00,-3.553911381425520766e-01,4.456844954149516945e-03,-5.299185442142306801e-03
1.523876571093172316e-01,1.870009345285483349e+00,3.216856575006306171e+08,4.059346180866532922e+08
-5.504909827038753090e-01,1.406332765228635040e+00,2.081577189074362195e+02,2.085904444541293401e+02
9.860560084766527567e-01,2.453526921782902548e+00,1.636341884668010404e+22,2.118416935052902819e+22
3.628128758164489653e+00,-1.773530333894463240e+00,2.299677098804230103e-15,-1.551882524865176240e-14
1.443249983907853640e+00,7.286270033394419698e-01,2.200629707070972607e+00,4.740868891398114293e+00
2.951198646816067139e+00,-1.543360567196307986e+00,7.837851774366608806e-11,-6.199589867330137190e-10
2.422852540189647463e+00,2.224741295818425613e+00,7.374835139261906694e+32,1.689279714520680070e+33
3.992377597268079725e+00,1.160284200372733387e+00,8.842263994208253125e+13,7.070171035044751250e+14
2.609222816867565520e+00,2.556310325271398121e+00,8.275253285214968743e+42,1.641122651388099854e+43
-5.367908517804274027e-01,3.000155568077802037e+00,9.539383391161861420e+08,3.033957223810334206e+08
3.767534063553383383e+00,2.136964842949442556e-01,3.309465509650818399e-02,2.551937535190145975e-02
-1.953759262808069996e+00,2.015363043023505440e+00,3.981478726637872423e-05,-3.691935536958159092e-05
2.489600992194449525e+00,-6.332305829354480942e-01,1.174983721906602552e-01,-4.994866082611771896e-01
2.678133919487470038e+00,2.034068419674143868e+00,5.085230665697546856e+30,1.393603540784686638e+31
3.674266369496489659e+00,-1.257732580095763719e+00,1.130457300291608680e-08,-5.316646812785023791e-08
5.281310465761333006e-01,8.876961886475900343e-01,2.040982234255583005e+00,2.661987881319012672e+01
1.313020108573140110e+00,-1.593596187598642189e+00,1.061595391135401394e-10,-5.404618799336632091e-09
1.280063489186329395e+00,-7.405284755544785380e-01,4.301977761477836920e-02,-1.137488031527351007e+00
2.234990175041994931e+00,-3.096530006807731716e-01,4.120590201006691267e+00,-1.033216652593293894e+01
2.511530737347268172e+00,1.078589455518542906e+00,3.231276487338813953e+06,2.798307562803840637e+07
-1.547035075746927557e-01,3.081582307840127655e+00,4.826994283424455000e+14,2.322651667677321875e+14
1.375963658825295255e+00,2.445850548412519032e+00,2.017782262043324689e+26,3.038167025424472047e+26
1.863277474213917984e+00,3.202432681649395541e+00,6.206964450249508538e+46,7.712833186530553714e+46
2.715153900822733668e+00,1.834097662538549223e+00,1.044159694669880751e+26,3.353953875241836721e+26
3.977908856435592888e+00,-5.804519646262931154e-01,5.773366285581757939e-04,-1.125340691130161629e-03
2.014060239139442210e+00,6.699585757993231638e-01,6.851398173655030011e-01,1.531623421465897028e+00
1.124298747524975273e+00,1.922762437034315042e+00,6.342217197505771000e+15,1.250544614639745800e+16
3.657742879126814728e+00,3.168875698280224640e+00,4.000907725122606427e+75,7.468547014229348593e+75
1.987199936718800686e+00,2.768936522777845965e+00,5.633271089387864168e+39,8.671876426912213874e+39
6.065762716442062441e-01,9.681939365837717304e-01,8.464689674462334779e+00,1.094491278839281847e+02
8.240910202760289849e-01,-1.898891118758404994e+00,-1.493389684099645688e-15,-1.612074843753392617e-13
3.435670202279112573e+00,2.002481708821085782e+00,5.725309734853964061e+36,1.830687210743007877e+37
9.531109358821954203e-01,-1.692710413467678032e+00,-6.737108452525563629e-13,-2.432118028136783100e-10
1.862422457948122112e+00,-1.585705562867439022e+00,1.970577269053845246e-10,-3.623230480467499917e-09
-1.509228028208168482e+00,1.837131217111076964e+00,5.381938856450111525e-02,-2.776859563080186569e-02
1.481105545554669778e+00,-6.855837028367872676e-01,1.388330527798319891e-01,-1.978378736671509985e+00
-5.079570074119874601e-01,7.161281232056522228e-01,-2.925201829170585022e+00,1.933461356560431454e+01
-1.385260420405925563e+00,8.540570671932123936e-01,-2.831122830338818730e+01,-1.551862704533629689e+01
3.725854081630611603e+00,3.065723615915906031e+00,2.715769167434917187e+73,5.328671501341856557e+73
-1.374215240059812437e+00,-1.736655844655065284e+00,-6.104848617738179016e+10,-1.386873775478654861e+10
-1.963511666269700306e+00,-1.892837275200004443e+00,-6.465850174280925027e+22,-2.673924881935955604e+22
3.598304508960924686e+00,1.136816961752593613e-01,1.068507427403083687e-01,4.669138828377097233e-02
-5.129773730692508416e-01,7.708679560317595048e-01,-8.074255350837855616e-02,1.692705026291369919e+01
9.210840212486699485e-01,-4.662728297737994687e-01,-3.560182104890463051e-01,-2.108358531628872967e+01
1.338835496790104607e+00,1.856222951353774242e+00,2.064277873122251600e+16,4.646724129887392800e+16
3.537986456820590320e+00,3.245337913593063561e+00,8.894147969778461181e+75,1.582138258173302691e+76
1.858858945491762338e+00,2.323313866905593272e+00,1.643534737591372235e+29,3.082510746810849468e+29
3.235945595209574144e+00,1.631800209854653350e+00,2.367940059136059626e+24,9.901228822628828904e+24
7.379725354286863492e-01,3.819705935696759092e+00,1.220070121583259210e+37,8.187811979859899874e+36
4.459838337603247993e-01,1.375788311426934474e+00,1.900139075236781791e+05,5.509994419939109357e+05
1.118197878363498710e+00,1.325757456091438691e-01,5.571265482979296024e+00,3.840960417643868396e+01
-1.957293833181933174e+00,2.980836833429910904e+00,5.591098378762846629e-10,-2.283201961301894168e-10
1.034039165636732704e+00,1.646855650909610169e+00,1.701909712503539734e+11,4.260193249670873413e+11
1.512373581403220868e+00,-1.668016335053061461e+00,1.301220385480021758e-11,-4.236082686841631591e-10
-3.681296721190776555e-01,2.448275411930002754e+00,1.781914728152869344e+08,9.068201994836884737e+07
3.325501521901562896e+00,-1.479827202740178427e+00,1.286368690365585170e-10,-8.185775682443788512e-10
-5.477153312928506601e-02,3.027337990643197863e+00,4.811511047588768000e+15,2.580122757048983000e+15
-5.848253959764710963e-01,3.959707037517461892e+00,3.543393398191308594e+12,8.170708528119102783e+11
-7.095386495595696896e-01,2.125374960225313359e+00,8.990609983144702710e+03,3.088560409991612687e+03
1.685909719974954868e+00,2.781297797181288445e+00,9.670868246061888341e+35,1.357437932497342188e+36
3.456444193252989017e+00,8.062649434406572446e-01,1.329029649328379570e+01,2.654597903266844128e+02
2.532815538471614225e+00,-1.082794303639134093e-01,5.204958571871082462e+00,-3.680302648282272049e+00
2.842861670395797624e+00,2.839580405022730680e+00,1.838795191740518093e+53,3.358105034878057202e+53
3.548411681249585392e+00,2.765512316958213646e+00,1.746215193313036484e+61,3.758051783409449471e+61
1.285771402867658342e+00,6.507563183698996667e-01,4.073773901373473727e+00,8.086174444706429654e+00
